"interaction","name","selected","shared interaction","shared name"
"interacts with","MRPL12 (interacts with) GTPBP10","false","interacts with","MRPL12 (interacts with) GTPBP10"
"interacts with","MRPL12 (interacts with) POLRMT","false","interacts with","MRPL12 (interacts with) POLRMT"
"interacts with","TMEM169 (interacts with) PLD2","false","interacts with","TMEM169 (interacts with) PLD2"
"interacts with","PSMB8 (interacts with) PSMB4","false","interacts with","PSMB8 (interacts with) PSMB4"
"interacts with","ASF1B (interacts with) CABIN1","false","interacts with","ASF1B (interacts with) CABIN1"
"interacts with","PSMB8 (interacts with) PSMB3","false","interacts with","PSMB8 (interacts with) PSMB3"
"interacts with","PSMB8 (interacts with) PSMD2","false","interacts with","PSMB8 (interacts with) PSMD2"
"interacts with","CAPSL (interacts with) DLGAP5","false","interacts with","CAPSL (interacts with) DLGAP5"
"interacts with","PSMB8 (interacts with) PSME4","false","interacts with","PSMB8 (interacts with) PSME4"
"interacts with","MRPL12 (interacts with) MRPL28","false","interacts with","MRPL12 (interacts with) MRPL28"
"interacts with","TMEM169 (interacts with) DGAT1","false","interacts with","TMEM169 (interacts with) DGAT1"
"interacts with","TMEM169 (interacts with) ARL6IP5","false","interacts with","TMEM169 (interacts with) ARL6IP5"
"interacts with","MRPL12 (interacts with) THOC5","false","interacts with","MRPL12 (interacts with) THOC5"
"interacts with","TMEM169 (interacts with) RTN3","false","interacts with","TMEM169 (interacts with) RTN3"
"interacts with","MRPL12 (interacts with) MRPL58","false","interacts with","MRPL12 (interacts with) MRPL58"
"interacts with","TMEM169 (interacts with) APOB","false","interacts with","TMEM169 (interacts with) APOB"
"interacts with","MRPL12 (interacts with) MRPL3","false","interacts with","MRPL12 (interacts with) MRPL3"
"interacts with","TMEM169 (interacts with) AURKA","false","interacts with","TMEM169 (interacts with) AURKA"
"interacts with","TMEM169 (interacts with) ABCC4","false","interacts with","TMEM169 (interacts with) ABCC4"
"interacts with","MRPL12 (interacts with) CORO1A","false","interacts with","MRPL12 (interacts with) CORO1A"
"interacts with","TMEM169 (interacts with) FZD6","false","interacts with","TMEM169 (interacts with) FZD6"
"interacts with","MRPL12 (interacts with) MRPL19","false","interacts with","MRPL12 (interacts with) MRPL19"
"interacts with","TMEM169 (interacts with) ATP9A","false","interacts with","TMEM169 (interacts with) ATP9A"
"interacts with","MRPL12 (interacts with) MRPL54","false","interacts with","MRPL12 (interacts with) MRPL54"
"interacts with","TMEM169 (interacts with) CAV1","false","interacts with","TMEM169 (interacts with) CAV1"
"interacts with","MRPL12 (interacts with) DARS2","false","interacts with","MRPL12 (interacts with) DARS2"
"interacts with","TMEM169 (interacts with) SLC20A2","false","interacts with","TMEM169 (interacts with) SLC20A2"
"interacts with","TMEM169 (interacts with) PKD2","false","interacts with","TMEM169 (interacts with) PKD2"
"interacts with","MRPL12 (interacts with) MRPL23","false","interacts with","MRPL12 (interacts with) MRPL23"
"interacts with","TMEM169 (interacts with) ABCB1","false","interacts with","TMEM169 (interacts with) ABCB1"
"interacts with","MRPL12 (interacts with) MRPL2","false","interacts with","MRPL12 (interacts with) MRPL2"
"interacts with","TMEM169 (interacts with) ATP5PB","false","interacts with","TMEM169 (interacts with) ATP5PB"
"interacts with","TMEM169 (interacts with) STOM","false","interacts with","TMEM169 (interacts with) STOM"
"interacts with","MRPL12 (interacts with) THOC7","false","interacts with","MRPL12 (interacts with) THOC7"
"interacts with","TMEM169 (interacts with) HRH1","false","interacts with","TMEM169 (interacts with) HRH1"
"interacts with","MRPL12 (interacts with) MRPL55","false","interacts with","MRPL12 (interacts with) MRPL55"
"interacts with","TMEM169 (interacts with) ANO6","false","interacts with","TMEM169 (interacts with) ANO6"
"interacts with","MRPL12 (interacts with) MRPL10","false","interacts with","MRPL12 (interacts with) MRPL10"
"interacts with","TMEM169 (interacts with) ATL3","false","interacts with","TMEM169 (interacts with) ATL3"
"interacts with","MRPL12 (interacts with) MRPL52","false","interacts with","MRPL12 (interacts with) MRPL52"
"interacts with","TMEM169 (interacts with) LETMD1","false","interacts with","TMEM169 (interacts with) LETMD1"
"interacts with","MRPL12 (interacts with) MDP1","false","interacts with","MRPL12 (interacts with) MDP1"
"interacts with","TMEM169 (interacts with) LRFN4","false","interacts with","TMEM169 (interacts with) LRFN4"
"interacts with","MRPL12 (interacts with) C1orf122","false","interacts with","MRPL12 (interacts with) C1orf122"
"interacts with","TMEM169 (interacts with) GPR176","false","interacts with","TMEM169 (interacts with) GPR176"
"interacts with","MRPL12 (interacts with) MRPL21","false","interacts with","MRPL12 (interacts with) MRPL21"
"interacts with","TMEM169 (interacts with) SGCB","false","interacts with","TMEM169 (interacts with) SGCB"
"interacts with","TMEM169 (interacts with) PTGIS","false","interacts with","TMEM169 (interacts with) PTGIS"
"interacts with","MRPL12 (interacts with) MDGA2","false","interacts with","MRPL12 (interacts with) MDGA2"
"interacts with","TMEM169 (interacts with) RTN1","false","interacts with","TMEM169 (interacts with) RTN1"
"interacts with","TMEM169 (interacts with) RETREG3","false","interacts with","TMEM169 (interacts with) RETREG3"
"interacts with","MRPL12 (interacts with) THOC2","false","interacts with","MRPL12 (interacts with) THOC2"
"interacts with","TMEM169 (interacts with) LRRC8A","false","interacts with","TMEM169 (interacts with) LRRC8A"
"interacts with","MRPL12 (interacts with) GADD45GIP1","false","interacts with","MRPL12 (interacts with) GADD45GIP1"
"interacts with","TMEM169 (interacts with) ORMDL3","false","interacts with","TMEM169 (interacts with) ORMDL3"
"interacts with","MRPL12 (interacts with) MRPL30","false","interacts with","MRPL12 (interacts with) MRPL30"
"interacts with","TMEM169 (interacts with) GHDC","false","interacts with","TMEM169 (interacts with) GHDC"
"interacts with","TMEM169 (interacts with) UQCC3","false","interacts with","TMEM169 (interacts with) UQCC3"
"interacts with","MRPL12 (interacts with) FOXP4","false","interacts with","MRPL12 (interacts with) FOXP4"
"interacts with","TMEM169 (interacts with) TMPPE","false","interacts with","TMEM169 (interacts with) TMPPE"
"interacts with","MRPL12 (interacts with) MRPL41","false","interacts with","MRPL12 (interacts with) MRPL41"
"interacts with","TMEM169 (interacts with) BTN2A1","false","interacts with","TMEM169 (interacts with) BTN2A1"
"interacts with","MRPL12 (interacts with) MRPL50","false","interacts with","MRPL12 (interacts with) MRPL50"
"interacts with","TMEM169 (interacts with) RABEPK","false","interacts with","TMEM169 (interacts with) RABEPK"
"interacts with","MRPL12 (interacts with) THOC1","false","interacts with","MRPL12 (interacts with) THOC1"
"interacts with","TMEM169 (interacts with) DCAKD","false","interacts with","TMEM169 (interacts with) DCAKD"
"interacts with","MRPL12 (interacts with) MRPL48","false","interacts with","MRPL12 (interacts with) MRPL48"
"interacts with","TMEM169 (interacts with) TM9SF4","false","interacts with","TMEM169 (interacts with) TM9SF4"
"interacts with","MRPL12 (interacts with) NEURL4","false","interacts with","MRPL12 (interacts with) NEURL4"
"interacts with","TMEM169 (interacts with) CCDC102A","false","interacts with","TMEM169 (interacts with) CCDC102A"
"interacts with","MRPL12 (interacts with) MRPL32","false","interacts with","MRPL12 (interacts with) MRPL32"
"interacts with","TMEM169 (interacts with) TMEM68","false","interacts with","TMEM169 (interacts with) TMEM68"
"interacts with","MRPL12 (interacts with) MRPL24","false","interacts with","MRPL12 (interacts with) MRPL24"
"interacts with","TMEM169 (interacts with) MACO1","false","interacts with","TMEM169 (interacts with) MACO1"
"interacts with","MRPL12 (interacts with) MALSU1","false","interacts with","MRPL12 (interacts with) MALSU1"
"interacts with","TMEM169 (interacts with) FITM2","false","interacts with","TMEM169 (interacts with) FITM2"
"interacts with","MRPL12 (interacts with) MRPL53","false","interacts with","MRPL12 (interacts with) MRPL53"
"interacts with","TMEM169 (interacts with) LEMD2","false","interacts with","TMEM169 (interacts with) LEMD2"
"interacts with","TMEM169 (interacts with) GPRC5A","false","interacts with","TMEM169 (interacts with) GPRC5A"
"interacts with","MRPL12 (interacts with) MRPL37","false","interacts with","MRPL12 (interacts with) MRPL37"
"interacts with","TMEM169 (interacts with) NDC1","false","interacts with","TMEM169 (interacts with) NDC1"
"interacts with","MRPL12 (interacts with) MTFR1L","false","interacts with","MRPL12 (interacts with) MTFR1L"
"interacts with","TMEM169 (interacts with) PTDSS2","false","interacts with","TMEM169 (interacts with) PTDSS2"
"interacts with","MRPL12 (interacts with) MRPL18","false","interacts with","MRPL12 (interacts with) MRPL18"
"interacts with","TMEM169 (interacts with) STRA6","false","interacts with","TMEM169 (interacts with) STRA6"
"interacts with","MRPL12 (interacts with) MRPL46","false","interacts with","MRPL12 (interacts with) MRPL46"
"interacts with","TMEM169 (interacts with) DNAJC25","false","interacts with","TMEM169 (interacts with) DNAJC25"
"interacts with","MRPL12 (interacts with) MRPL20","false","interacts with","MRPL12 (interacts with) MRPL20"
"interacts with","TMEM169 (interacts with) SORCS2","false","interacts with","TMEM169 (interacts with) SORCS2"
"interacts with","MRPL12 (interacts with) MRPL9","false","interacts with","MRPL12 (interacts with) MRPL9"
"interacts with","TMEM169 (interacts with) ECSIT","false","interacts with","TMEM169 (interacts with) ECSIT"
"interacts with","MRPL12 (interacts with) MRPL4","false","interacts with","MRPL12 (interacts with) MRPL4"
"interacts with","TMEM169 (interacts with) PIGQ","false","interacts with","TMEM169 (interacts with) PIGQ"
"interacts with","MRPL12 (interacts with) MRPL1","false","interacts with","MRPL12 (interacts with) MRPL1"
"interacts with","TMEM169 (interacts with) PTGES3L-AARSD1","false","interacts with","TMEM169 (interacts with) PTGES3L-AARSD1"
"interacts with","MRPL12 (interacts with) MRPS18A","false","interacts with","MRPL12 (interacts with) MRPS18A"
"interacts with","TMEM169 (interacts with) ACAD9","false","interacts with","TMEM169 (interacts with) ACAD9"
"interacts with","MRPL12 (interacts with) MRPL22","false","interacts with","MRPL12 (interacts with) MRPL22"
"interacts with","TMEM169 (interacts with) ADGRL3","false","interacts with","TMEM169 (interacts with) ADGRL3"
"interacts with","MRPL12 (interacts with) MRPL16","false","interacts with","MRPL12 (interacts with) MRPL16"
"interacts with","TMEM169 (interacts with) SLC38A10","false","interacts with","TMEM169 (interacts with) SLC38A10"
"interacts with","MRPL12 (interacts with) MRPL39","false","interacts with","MRPL12 (interacts with) MRPL39"
"interacts with","TMEM169 (interacts with) ATP13A1","false","interacts with","TMEM169 (interacts with) ATP13A1"
"interacts with","MRPL12 (interacts with) MRPL44","false","interacts with","MRPL12 (interacts with) MRPL44"
"interacts with","MRPL12 (interacts with) MRPL47","false","interacts with","MRPL12 (interacts with) MRPL47"
"interacts with","TMEM169 (interacts with) SPNS1","false","interacts with","TMEM169 (interacts with) SPNS1"
"interacts with","MRPL12 (interacts with) MRPS30","false","interacts with","MRPL12 (interacts with) MRPS30"
"interacts with","TMEM169 (interacts with) REEP4","false","interacts with","TMEM169 (interacts with) REEP4"
"interacts with","MRPL12 (interacts with) MRPL40","false","interacts with","MRPL12 (interacts with) MRPL40"
"interacts with","TMEM169 (interacts with) ZDHHC6","false","interacts with","TMEM169 (interacts with) ZDHHC6"
"interacts with","MRPL12 (interacts with) CEP131","false","interacts with","MRPL12 (interacts with) CEP131"
"interacts with","TMEM169 (interacts with) ZDHHC18","false","interacts with","TMEM169 (interacts with) ZDHHC18"
"interacts with","MRPL12 (interacts with) YARS2","false","interacts with","MRPL12 (interacts with) YARS2"
"interacts with","TMEM169 (interacts with) UFSP2","false","interacts with","TMEM169 (interacts with) UFSP2"
"interacts with","MRPL12 (interacts with) MRPL11","false","interacts with","MRPL12 (interacts with) MRPL11"
"interacts with","TMEM169 (interacts with) RNF19A","false","interacts with","TMEM169 (interacts with) RNF19A"
"interacts with","TMEM169 (interacts with) ZDHHC2","false","interacts with","TMEM169 (interacts with) ZDHHC2"
"interacts with","MRPL12 (interacts with) MRPL35","false","interacts with","MRPL12 (interacts with) MRPL35"
"interacts with","TMEM169 (interacts with) RTN4","false","interacts with","TMEM169 (interacts with) RTN4"
"interacts with","MRPL12 (interacts with) MRPL15","false","interacts with","MRPL12 (interacts with) MRPL15"
"interacts with","TMEM169 (interacts with) ST7","false","interacts with","TMEM169 (interacts with) ST7"
"interacts with","TMEM169 (interacts with) TENM2","false","interacts with","TMEM169 (interacts with) TENM2"
"interacts with","MRPL12 (interacts with) SEPTIN3","false","interacts with","MRPL12 (interacts with) SEPTIN3"
"interacts with","TMEM169 (interacts with) SLC12A7","false","interacts with","TMEM169 (interacts with) SLC12A7"
"interacts with","KXD1 (interacts with) CCDC22","false","interacts with","KXD1 (interacts with) CCDC22"
"interacts with","SGO1 (interacts with) USP12","false","interacts with","SGO1 (interacts with) USP12"
"interacts with","KXD1 (interacts with) SRGAP2","false","interacts with","KXD1 (interacts with) SRGAP2"
"interacts with","SGO1 (interacts with) USP1","false","interacts with","SGO1 (interacts with) USP1"
"interacts with","KXD1 (interacts with) VPS26A","false","interacts with","KXD1 (interacts with) VPS26A"
"interacts with","SGO1 (interacts with) MTCL2","false","interacts with","SGO1 (interacts with) MTCL2"
"interacts with","KXD1 (interacts with) HIP1","false","interacts with","KXD1 (interacts with) HIP1"
"interacts with","TMEM169 (interacts with) KIDINS220","false","interacts with","TMEM169 (interacts with) KIDINS220"
"interacts with","KXD1 (interacts with) PDE2A","false","interacts with","KXD1 (interacts with) PDE2A"
"interacts with","TMEM169 (interacts with) NDUFAF1","false","interacts with","TMEM169 (interacts with) NDUFAF1"
"interacts with","TMEM169 (interacts with) FADS3","false","interacts with","TMEM169 (interacts with) FADS3"
"interacts with","KXD1 (interacts with) TRAK2","false","interacts with","KXD1 (interacts with) TRAK2"
"interacts with","TMEM169 (interacts with) ADGRG1","false","interacts with","TMEM169 (interacts with) ADGRG1"
"interacts with","SGO1 (interacts with) PPP2CB","false","interacts with","SGO1 (interacts with) PPP2CB"
"interacts with","KXD1 (interacts with) TPM2","false","interacts with","KXD1 (interacts with) TPM2"
"interacts with","SGO1 (interacts with) SET","false","interacts with","SGO1 (interacts with) SET"
